year,section_name,block,mean_beneficial_fraction,mean_crop_water_deficit,mean_relative_water_deficit,mean_total_seasonal_biomass_production,mean_seasonal_yield,mean_crop_water_productivity,median_beneficial_fraction,median_crop_water_deficit,median_relative_water_deficit,median_total_seasonal_biomass_production,median_seasonal_yield,median_crop_water_productivity,min_beneficial_fraction,min_crop_water_deficit,min_relative_water_deficit,min_total_seasonal_biomass_production,min_seasonal_yield,min_crop_water_productivity,max_beneficial_fraction,max_crop_water_deficit,max_relative_water_deficit,max_total_seasonal_biomass_production,max_seasonal_yield,max_crop_water_productivity,std_beneficial_fraction,std_crop_water_deficit,std_relative_water_deficit,std_total_seasonal_biomass_production,std_seasonal_yield,std_crop_water_productivity,75pq_beneficial_fraction,75pq_crop_water_deficit,75pq_relative_water_deficit,75pq_total_seasonal_biomass_production,75pq_seasonal_yield,75pq_crop_water_productivity,25pq_beneficial_fraction,25pq_crop_water_deficit,25pq_relative_water_deficit,25pq_total_seasonal_biomass_production,25pq_seasonal_yield,25pq_crop_water_productivity
2018,Mwea,M16,0.78796136,0.7138878,0.28611225,21.028996,7.978648,1.206767,0.7901788,0.7201674,0.2798326,21.124788,8.014993,1.2032272,0.14879578,0.20457613,0.18264037,2.7985833,1.0618154,0.5605096,0.8469793,0.8173596,0.79542387,25.003916,9.486779,1.3399358,0.025479946,0.040230583,0.040230583,1.3416306,0.5090304,0.03452445,0.8011748194694519,0.7371253967285156,0.3016502410173416,21.823392868041992,8.280052185058594,1.225079745054245,0.7779258638620377,0.6983497589826584,0.2628746032714844,20.399797439575195,7.739923000335693,1.1856264173984528
2018,Mwea,M17A,0.76565,0.67792505,0.32207492,19.758663,7.496669,1.1930875,0.7688513,0.6789282,0.3210718,19.842857,7.5286136,1.1947997,0.51792115,0.37661988,0.19364202,9.649903,3.6612868,1.0109545,0.84782606,0.806358,0.6233801,24.883083,9.440934,1.3519213,0.031209776,0.040459722,0.040459722,1.6199988,0.6146466,0.04507138,0.786752849817276,0.7040699124336243,0.3468547463417053,20.82479190826416,7.901170969009399,1.2201056480407715,0.7475144565105438,0.6531452536582947,0.29593008756637573,18.770647048950195,7.121804237365723,1.167364478111267
2018,Mwea,M13,0.7618158,0.67213273,0.32786727,19.64109,7.4520597,1.1956595,0.76069945,0.67049134,0.32950866,19.560917,7.421642,1.1990129,0.5333213,0.37473002,0.17690337,9.879068,3.7482347,0.9985502,0.8817548,0.82309663,0.62527,26.86362,10.192373,1.3764366,0.036509745,0.042575113,0.042575117,1.8545499,0.7036381,0.054588385,0.7853312343358994,0.6971854716539383,0.3517143726348877,20.76680564880371,7.879170060157776,1.2336494624614716,0.7381852269172668,0.6482856273651123,0.3028145283460617,18.453635692596436,7.001526474952698,1.159654289484024
2018,Mwea,M11,0.74723744,0.6511042,0.34889573,18.848288,7.1512623,1.1845069,0.74860334,0.65415764,0.34584236,18.878979,7.1629066,1.1887954,0.40832397,0.2400108,0.22779429,6.7721543,2.569435,1.009057,0.84773445,0.7722057,0.7599892,24.331701,9.231733,1.3416576,0.038958564,0.04890581,0.048905812,1.9742718,0.74906194,0.059745353,0.7740640938282013,0.6769033372402191,0.36831802129745483,20.21993637084961,7.6716814041137695,1.2300620675086975,0.7242888808250427,0.6316819787025452,0.3230966627597809,17.633851051330566,6.690490484237671,1.1400430798530579
2018,Mwea,M9,0.75887096,0.6554072,0.3445928,19.54921,7.4172,1.2195841,0.7649454,0.6638769,0.3361231,19.78869,7.508062,1.2270107,0.14817367,0.19586933,0.21848005,3.3027449,1.2531003,0.6908892,0.84955525,0.78151995,0.8041307,25.031693,9.497318,1.3500926,0.051497415,0.06661425,0.06661425,2.3893893,0.90656245,0.053103514,0.7880858182907104,0.6928320527076721,0.3629859685897827,21.099788665771484,8.005507469177246,1.2542970180511475,0.7408305406570435,0.6370140314102173,0.3071679472923279,18.440093994140625,6.9963884353637695,1.1865644454956055
2018,Mwea,M5,0.7788958,0.6746265,0.32537347,20.438103,7.754456,1.2396829,0.78901273,0.67825323,0.32174677,20.84007,7.9069676,1.257695,0.40831012,0.29076675,0.20086396,7.7652,2.9462082,1.0204011,0.8788116,0.79913604,0.7092333,26.10113,9.903075,1.4497159,0.044449765,0.0616279,0.0616279,2.4420285,0.9265343,0.07176872,0.8140759468078613,0.7209773063659668,0.36366093158721924,22.415054321289062,8.504534721374512,1.2814583778381348,0.7459153532981873,0.6363390684127808,0.2790226936340332,18.559537887573242,7.0417070388793945,1.2017580270767212
2018,Mwea,M3,0.75613236,0.66657853,0.33342153,19.432121,7.372775,1.1928285,0.757732,0.6692765,0.33072352,19.555359,7.4195333,1.1990322,0.6508649,0.5103267,0.22536445,12.472097,4.7320604,0.9853684,0.82573843,0.77463555,0.48967332,23.578932,8.946124,1.3220489,0.026796287,0.038187742,0.038187742,1.6952633,0.6432028,0.050985467,0.7740547060966492,0.6909422278404236,0.35205185413360596,20.52201747894287,7.78629469871521,1.2297749519348145,0.7397330701351166,0.647948145866394,0.3090577721595764,18.520648956298828,7.026952028274536,1.1634063124656677
2018,Mwea,M4,0.7553741,0.6564699,0.34353003,19.239763,7.299794,1.2001654,0.7563059,0.65692496,0.34307504,19.228975,7.295699,1.2023381,0.6311803,0.48353133,0.18547517,12.906816,4.8969975,1.0126498,0.860706,0.8145248,0.51646864,25.715021,9.756581,1.3579656,0.026378606,0.03586226,0.03586226,1.4530493,0.551304,0.0472858,0.7727204263210297,0.6777132749557495,0.3625810146331787,20.14841079711914,7.644543886184692,1.2289485335350037,0.7385715842247009,0.6374189853668213,0.3222867250442505,18.313705444335938,6.948435306549072,1.173088252544403
2018,Mwea,M2,0.7533338,0.6642531,0.33574688,19.484161,7.39252,1.1988066,0.7535983,0.66050214,0.33949786,19.412306,7.3652573,1.205943,0.39195463,0.26174405,0.20774835,7.023541,2.664814,0.96126133,0.850656,0.79225165,0.738256,25.724743,9.76027,1.3477887,0.041212495,0.04789193,0.04789193,2.2553098,0.85569113,0.06736766,0.7826592922210693,0.6943844556808472,0.3692629337310791,21.098400115966797,8.00498104095459,1.2486096620559692,0.7225102782249451,0.6307370662689209,0.30561554431915283,17.731767654418945,6.7276411056518555,1.1539605855941772
2018,Mwea,M1,0.75744927,0.66746193,0.33253807,19.870825,7.539224,1.2112124,0.77049136,0.6765996,0.32340038,20.316463,7.708305,1.2274134,0.0,0.23656857,0.1937095,0.0,0.0,0.0,0.8583626,0.8062905,0.76343143,25.501135,9.67543,1.3984275,0.079561315,0.073246315,0.073246315,3.0340278,1.1511458,0.10316866,0.7949753254652023,0.7084739655256271,0.3544647693634033,21.766796112060547,8.258578062057495,1.2575764954090118,0.740896463394165,0.6455352306365967,0.29152603447437286,18.640438556671143,7.072401404380798,1.1851846873760223
2018,Tebere,T8,0.77740574,0.65777224,0.34222773,20.189848,7.660266,1.1938298,0.7771651,0.66243833,0.33756167,20.242853,7.6803765,1.1936489,0.4233901,0.2596579,0.1900186,7.3124266,2.7744205,1.0252746,0.88309735,0.8099814,0.74034214,27.617779,10.47851,1.3648722,0.028947344,0.047683906,0.047683906,1.704064,0.6465419,0.051043283,0.796379566192627,0.686911404132843,0.36241912841796875,21.28867530822754,8.077173233032227,1.230048418045044,0.7584089040756226,0.6375808715820312,0.313088595867157,19.162307739257812,7.270404815673828,1.1592103242874146
2018,Tebere,T23,0.7741058,0.6526922,0.3473079,19.456686,7.3820953,1.1591504,0.7735118,0.65680057,0.34319943,19.420639,7.3684187,1.161591,0.62597984,0.3432635,0.19623291,10.145731,3.8494096,1.0037986,0.86011475,0.8037671,0.6567365,25.367804,9.624843,1.3043253,0.029587483,0.050903518,0.050903518,1.7506921,0.66423315,0.04505727,0.79357048869133,0.6840444654226303,0.3711320161819458,20.478266716003418,7.769695281982422,1.189601719379425,0.7547210603952408,0.6288679838180542,0.3159555345773697,18.467870712280273,7.006927132606506,1.1291736960411072
2018,Tebere,T11,0.7569195,0.64485604,0.355144,19.32531,7.33225,1.1651632,0.75674105,0.64414763,0.3558524,19.30814,7.325735,1.1692555,0.68454635,0.46876803,0.23339099,14.088748,5.3454366,0.9870413,0.8497409,0.766609,0.531232,23.906706,9.070485,1.2837923,0.023833575,0.028924523,0.028924523,1.2396089,0.47032222,0.044866353,0.7726039737462997,0.6621180176734924,0.37290985882282257,20.16090965270996,7.649286270141602,1.1959767043590546,0.7407945692539215,0.6270901411771774,0.33788198232650757,18.492870330810547,7.016412258148193,1.1361725628376007
2018,Tebere,T7,0.77830416,0.6517143,0.34828573,20.100096,7.6262136,1.199461,0.7775285,0.652316,0.34768403,20.09841,7.6255727,1.2011096,0.6,0.30270997,0.20571464,9.895735,3.754558,0.9864575,0.89927006,0.79428536,0.69729006,26.451124,10.035868,1.3323486,0.028700018,0.04172589,0.04172589,1.6249335,0.61651886,0.057384286,0.7964235544204712,0.6778140664100647,0.37196487188339233,21.180343627929688,8.03607177734375,1.244678020477295,0.7605046629905701,0.6280351281166077,0.3221859335899353,19.099807739257812,7.246691703796387,1.1603116989135742
2018,Tebere,T6,0.7897,0.65855503,0.34144494,20.89201,7.926675,1.2319021,0.7912166,0.6557755,0.3442245,20.710905,7.8579607,1.237549,0.28329608,0.2005894,0.19110769,4.479122,1.6994317,0.86844164,0.88052344,0.8088923,0.7994106,28.312218,10.741988,1.3884143,0.04159438,0.0600317,0.0600317,2.3987424,0.9101111,0.056119867,0.8179978281259537,0.6911236941814423,0.37215709686279297,22.464011669158936,8.523110389709473,1.271993637084961,0.765676274895668,0.627842903137207,0.30887630581855774,19.381750106811523,7.353663921356201,1.1947774291038513
2018,Tebere,T12,0.7974073,0.63565034,0.36434963,20.180735,7.656809,1.233987,0.8011576,0.64760715,0.35239285,20.444935,7.7570486,1.238346,0.28340584,0.20616311,0.15817797,4.8166184,1.8274816,0.9086298,0.8989963,0.841822,0.7938369,28.441383,10.790996,1.3883635,0.03751004,0.070639074,0.070639074,2.448765,0.9290903,0.045686282,0.8216707855463028,0.6859183758497238,0.40649622678756714,21.84387969970703,8.287824630737305,1.264400601387024,0.776629164814949,0.5935037732124329,0.3140816241502762,18.604328155517578,7.058700680732727,1.206839382648468
2018,Tebere,T25,0.7627626,0.6019263,0.3980737,17.918129,6.798349,1.1562467,0.77426636,0.63213533,0.36786467,18.541481,7.034856,1.1591582,0.35203645,0.22493434,0.21570891,5.4971676,2.08569,0.8604453,0.8544336,0.7842911,0.77506566,24.377533,9.249123,1.2629713,0.050083775,0.096914075,0.096914075,3.0651953,1.1629711,0.04925463,0.7955555319786072,0.6800563931465149,0.47876226902008057,20.270631790161133,7.690916061401367,1.194476842880249,0.7384177446365356,0.5212377309799194,0.3199436068534851,15.887340545654297,6.027843952178955,1.1268383264541626
2018,Tebere,T22,0.7686533,0.6595448,0.3404552,19.704618,7.4761634,1.1615218,0.7676153,0.6583381,0.34166187,19.620636,7.4443,1.1626302,0.6637542,0.4546095,0.20987892,13.349866,5.065096,1.0169085,0.86750996,0.7901211,0.5453905,26.84001,10.183415,1.3350823,0.028114034,0.03711193,0.03711193,1.4507653,0.5504374,0.044648316,0.7867439985275269,0.6822666227817535,0.36357229948043823,20.57062816619873,7.804738283157349,1.1919833421707153,0.7489734590053558,0.6364277005195618,0.31773337721824646,18.753978729248047,7.115479946136475,1.1328810453414917
2018,Tebere,T19,0.76411796,0.6571336,0.34286642,19.48157,7.3915367,1.1516616,0.7648556,0.6546864,0.3453136,19.43036,7.3721075,1.1565444,0.6496112,0.46313024,0.20046127,12.809594,4.8601108,0.9560557,0.8560435,0.79953873,0.53686976,25.588633,9.708628,1.3052521,0.036754057,0.04933051,0.04933051,1.9720358,0.7482135,0.055009354,0.791995495557785,0.6887372434139252,0.374591588973999,20.855348587036133,7.912764549255371,1.1881778240203857,0.7368795573711395,0.625408411026001,0.31126275658607483,18.099124908447266,6.867020845413208,1.115322768688202
2018,Tebere,T15,0.7971928,0.6760496,0.32395044,20.992891,7.964949,1.2060567,0.8055961,0.6917804,0.3082196,21.510897,8.161488,1.2116351,0.51562196,0.31501058,0.1391505,8.94991,3.3957012,0.98489374,0.8940103,0.8608495,0.68498945,27.866388,10.572835,1.3375093,0.044564247,0.085078344,0.085078344,2.9831862,1.131856,0.05049796,0.8294579535722733,0.7343199253082275,0.36043310165405273,23.155324935913086,8.785402297973633,1.235280692577362,0.7719330489635468,0.6395668983459473,0.26568007469177246,19.226198196411133,7.2946457862854,1.1823689639568329
2018,Tebere,T20,0.76893574,0.66022885,0.33977118,20.058586,7.6104627,1.1796906,0.77435315,0.6617977,0.3382023,20.197716,7.6632504,1.1841314,0.63789326,0.4352617,0.2222436,13.506809,5.1246424,0.96116877,0.85803795,0.7777564,0.5647383,25.912241,9.8314085,1.3469305,0.0382719,0.047273606,0.047273606,2.059784,0.78150624,0.058340356,0.7976855635643005,0.695191890001297,0.37281374633312225,21.61922836303711,8.20258903503418,1.2198060750961304,0.7452836334705353,0.6271862536668777,0.304808109998703,18.666481018066406,7.082282543182373,1.143316924571991
2018,Tebere,T21,0.76021403,0.6428082,0.35719186,18.696514,7.093677,1.1319389,0.75764775,0.6489205,0.35107952,18.60051,7.057252,1.1307828,0.5344137,0.3518483,0.1622141,9.265185,3.5153203,0.96442926,0.89644855,0.8377859,0.6481517,26.57751,10.08382,1.2795327,0.036062587,0.061585777,0.061585773,1.9292939,0.7319967,0.05500953,0.7823768556118011,0.6773656010627747,0.3801332414150238,19.913341522216797,7.555355906486511,1.1710540652275085,0.7363076508045197,0.6198667585849762,0.32263439893722534,17.589059829711914,6.673495888710022,1.0899585783481598
2018,Tebere,T18,0.7787698,0.6784745,0.3215255,20.189459,7.660118,1.1557808,0.7749607,0.67393816,0.32606187,19.989384,7.5842075,1.1591697,0.672793,0.5051573,0.14491642,14.988739,5.686904,1.0064656,0.8840938,0.8550836,0.4948427,27.920555,10.593387,1.3314602,0.036596186,0.044739813,0.044739816,1.9249748,0.7303581,0.051799938,0.8072216808795929,0.7068678438663483,0.3530014753341675,21.55950689315796,8.179930210113525,1.1955041289329529,0.7506089955568314,0.6469985246658325,0.29313215613365173,18.735576629638672,7.108497977256775,1.1196145117282867
2018,Tebere,T16,0.7879282,0.6620685,0.33793148,20.406654,7.742525,1.1982301,0.7946018,0.6746108,0.3253892,20.799793,7.891686,1.2047479,0.1470701,0.1672753,0.19097954,2.8638604,1.0865823,0.665849,0.87840855,0.80902046,0.8327247,26.559458,10.07697,1.3644404,0.04848226,0.07656019,0.07656018,2.576503,0.9775555,0.05299929,0.8166998773813248,0.7066435813903809,0.3604971766471863,22.01262664794922,8.35184931755066,1.234900951385498,0.7687519043684006,0.6395028233528137,0.29335641860961914,19.268211364746094,7.310586094856262,1.166620820760727
2018,Tebere,T17,0.7757221,0.6677854,0.33221465,19.900078,7.5503244,1.1578531,0.77941984,0.6712794,0.32872063,19.970633,7.5770926,1.162982,0.64303404,0.39310655,0.19053108,11.40683,4.327885,1.0018517,0.86355364,0.8094689,0.6068934,25.665022,9.737611,1.2944992,0.032112338,0.042280372,0.04228037,1.7523968,0.6648799,0.0499259,0.7972988188266754,0.6937664151191711,0.35530781745910645,21.032428741455078,7.979950666427612,1.192308247089386,0.7571383416652679,0.6446921825408936,0.30623358488082886,18.863699913024902,7.157109498977661,1.128579020500183
2018,Tebere,T13,0.7840284,0.6481477,0.35185227,20.229979,7.6754913,1.2144979,0.7866566,0.66279066,0.3372093,20.386602,7.7349167,1.2151808,0.20347649,0.18796848,0.1979627,3.1749682,1.2046202,0.6569163,0.87546927,0.8020373,0.8120315,26.90251,10.207129,1.3455734,0.04247843,0.075528905,0.075528905,2.4136064,0.91575056,0.047369633,0.8080501705408096,0.6932538747787476,0.37540842592716217,21.738325119018555,8.24777603149414,1.245952993631363,0.7669707983732224,0.6245915740728378,0.30674612522125244,19.189044952392578,7.280549168586731,1.1819669604301453
2018,Tebere,T14,0.7936379,0.65851164,0.34148836,20.51842,7.784929,1.2104592,0.8019765,0.672881,0.327119,20.870625,7.9185605,1.2170949,0.0,0.19994874,0.1927734,0.0,0.0,0.0,0.87757593,0.8072266,0.8000513,26.27057,9.967363,1.3482451,0.06288508,0.07403528,0.07403528,2.7460837,1.0418965,0.08775145,0.8215409517288208,0.7120251059532166,0.3787558674812317,22.316442489624023,8.467121124267578,1.241076946258545,0.7781213521957397,0.6212441325187683,0.28797489404678345,19.326194763183594,7.332585334777832,1.1908422708511353
2018,Tebere,T5,0.792039,0.6680461,0.3319538,21.07364,7.9955864,1.2262084,0.7930288,0.67198414,0.32801586,21.077566,7.9970765,1.2262774,0.2285109,0.18969825,0.18655902,3.387466,1.2852445,0.6223944,0.88125443,0.813441,0.8103018,27.355282,10.378916,1.3822222,0.033011932,0.0529904,0.0529904,1.9807006,0.75150114,0.048047934,0.8119252175092697,0.6979306936264038,0.35479533672332764,22.258459091186523,8.445121049880981,1.2571189105510712,0.7738298326730728,0.6452046632766724,0.3020693063735962,19.961606979370117,7.573668360710144,1.1939618587493896
2018,Tebere,T2,0.7996168,0.6812636,0.31873637,21.53758,8.171611,1.2289814,0.79807514,0.6840925,0.31590748,21.540062,8.172553,1.2267368,0.6967245,0.3325005,0.23018771,11.373497,4.3152385,1.131129,0.8696174,0.7698123,0.66749954,25.437246,9.651191,1.3303239,0.024216687,0.03925123,0.03925123,1.5313509,0.58101255,0.032965824,0.8167151212692261,0.7051700949668884,0.3346787095069885,22.54005241394043,8.551960945129395,1.2531346082687378,0.783007800579071,0.6653212904930115,0.2948299050331116,20.63590431213379,7.829504489898682,1.2039941549301147
2018,Tebere,T3,0.83663636,0.720763,0.27923694,22.952108,8.708299,1.3000332,0.8404792,0.7250304,0.27496958,23.423376,8.887104,1.2970469,0.7073565,0.39624575,0.10843372,13.945694,5.29116,1.1566709,0.91586226,0.8915663,0.6037543,27.410837,10.399994,1.3840039,0.028055374,0.091624275,0.09162428,2.536266,0.9622892,0.030729061,0.8544479608535767,0.7858607172966003,0.3338138461112976,24.91294574737549,9.452264785766602,1.3175064325332642,0.8221196234226227,0.6661861538887024,0.21413928270339966,21.283815383911133,8.075329780578613,1.2827642560005188
2018,Tebere,T4,0.8181754,0.65414256,0.34585744,21.469454,8.145762,1.2770098,0.8267997,0.6762765,0.3237235,22.028948,8.358042,1.2774955,0.4854369,0.23755525,0.17003012,7.722145,2.9298728,1.0988095,0.89741415,0.8299699,0.76244473,28.423326,10.784144,1.3962983,0.041135266,0.096711665,0.096711665,3.1981885,1.2134303,0.039041247,0.841548889875412,0.7294509410858154,0.40832212567329407,23.83101177215576,9.041765689849854,1.2996469736099243,0.8064756691455841,0.5916778743267059,0.27054905891418457,19.497722625732422,7.39766526222229,1.2583845853805542
2018,Thiba,H8,0.7329023,0.6163438,0.38365626,18.136368,6.881151,1.1441907,0.7373644,0.6257287,0.37427127,18.358845,6.965562,1.146543,0.2087469,0.2065475,0.21641362,3.6332972,1.3785157,0.6841269,0.8574115,0.7835864,0.7934525,24.528921,9.306561,1.3076855,0.049916174,0.06862562,0.06862562,2.2638302,0.85892385,0.05992328,0.7617375552654266,0.650217816233635,0.3977833390235901,19.494596481323242,7.396479249000549,1.1881678402423859,0.713209480047226,0.6022166609764099,0.34978218376636505,17.215105056762695,6.531613349914551,1.10553178191185
2018,Thiba,H6,0.7507106,0.6322101,0.36778998,18.826008,7.1428084,1.1558754,0.758844,0.6414889,0.3585111,19.167864,7.272513,1.1626253,0.0752374,0.17541163,0.24197578,2.0291464,0.769882,0.439305,0.84060174,0.7580242,0.82458836,25.560856,9.69809,1.3251406,0.049058054,0.06412917,0.06412917,2.3810513,0.9033989,0.064824976,0.7803345322608948,0.669357419013977,0.38907039165496826,20.322019577026367,7.710412979125977,1.196678638458252,0.7338274121284485,0.6109296083450317,0.33064258098602295,17.888710021972656,6.787187099456787,1.1233878135681152
2018,Thiba,H7,0.729967,0.6164568,0.38354316,17.815212,6.7593007,1.1230706,0.7295496,0.62326217,0.3767378,17.926208,6.8014145,1.1257526,0.54072636,0.3619066,0.18707156,8.823523,3.3477483,0.86004746,0.8734337,0.81292844,0.6380934,27.351116,10.377335,1.3085141,0.030908432,0.04782327,0.04782327,1.8130534,0.68789375,0.060312174,0.7505430579185486,0.6418893039226532,0.39746302366256714,19.026199340820312,7.218763828277588,1.1664566397666931,0.7098725438117981,0.6025369763374329,0.3581106960773468,16.816150665283203,6.380245089530945,1.079826295375824
2018,Karaba,K7,0.80262566,0.7380258,0.26197416,21.776846,8.262392,1.1472872,0.8045447,0.73970145,0.26029855,21.81506,8.27689,1.1444647,0.71650964,0.5687104,0.1697098,16.470669,6.2491655,1.0162184,0.86674416,0.8302902,0.4312896,26.08585,9.897278,1.270363,0.021930166,0.035834383,0.035834383,1.3745184,0.52150846,0.03907796,0.818010151386261,0.7630213499069214,0.2851560115814209,22.646995544433594,8.592535972595215,1.178493857383728,0.7893909215927124,0.7148439884185791,0.2369786500930786,20.96090316772461,7.952813148498535,1.118841528892517
